node_name,x_node_name,tag1,tag2,sched,x_sched,pinning,x_pinning,max_little,max_big,n_little,n_big,strat,sck_v_mean,sck_v_min,sck_v_max,sck_v_std,sck_i_mean,sck_i_min,sck_i_max,sck_i_std,sck_w_mean,sck_w_min,sck_w_max,sck_w_minus,sck_w_plus,sck_w_std,sck_w_idle,sck_j_first,sck_j_last,sck_j_total,rapl_w_mean,rapl_w_min,rapl_w_max,rapl_w_std,rapl_w_idle,thr_mean,thr_min,thr_max,thr_minus,thr_plus,thr_error,thr_std,sck_ene_per_fra,rapl_ene_per_fra
x7ti,4,OTAC_big_guided_half,x7ti_OTAC_big_half,OTAC_big,4,guided,2,4,3,0,3,half,18.924458391490592,18.811,19.072,0.025811946061173707,2.7017669827212782,0.8611,3.8034,0.27363396836143666,51.12530310952014,16.4065383,71.56097100000001,34.71876480952014,20.43566789047987,5.140428074592143,13.50118462351242,0.089,1539.584,1539.4950000000001,46.04,43.84,46.86,0.87,4.66,18.422500000000003,17.977,18.745,0.44550000000000267,0.322499999999998,0.7680000000000007,0.2754919841544095,0.03949601377960051,0.03556744632921698
x7ti,4,OTAC_big_guided_full,x7ti_OTAC_big_full,OTAC_big,4,guided,2,8,6,0,6,full,18.841958853288364,18.747,19.088,0.026118148820835758,3.9876964972295834,1.148,5.0163,0.29636858969476426,75.13052312642736,21.913024,94.4418801,53.21749912642736,19.311356973572643,5.514049049984637,13.50118462351242,0.239,2253.562,2253.323,61.39,60.32,62.73,0.62,4.66,36.573800000000006,36.232,36.962,0.3418000000000063,0.38819999999999766,0.730000000000004,0.25509815104517447,0.02923561689338581,0.02388875315116285
x7ti,4,OTAC_little_guided_half,x7ti_OTAC_little_half,OTAC_little,5,guided,2,4,3,4,0,half,19.01005283926853,18.943,19.057,0.010421263026185132,1.5037475794032724,0.8371,2.3106,0.08455552969393108,28.585753024427333,15.928338799999999,43.825150199999996,12.657414224427335,15.239397175572662,1.5968662891659233,13.50118462351242,0.053,859.511,859.458,18.64,18.21,19.07,0.20,4.66,14.680700000000002,14.613,14.777,0.06770000000000209,0.09629999999999761,0.1639999999999997,0.05167645068651241,0.027712059850255762,0.018070288201516273
x7ti,4,OTAC_little_guided_full,x7ti_OTAC_little_full,OTAC_little,5,guided,2,8,6,8,0,full,18.995748049320873,18.902,19.035,0.01310660172640034,1.6854641171370774,1.3219,2.7093,0.13424496789955173,32.015437226808594,25.1478256,51.4008396,6.867611626808593,19.385402373191404,2.5343352565335797,13.50118462351242,0.068,962.167,962.099,21.39,21.31,21.54,0.05,4.66,25.8053,25.625,25.924,0.18029999999999902,0.11870000000000047,0.2989999999999995,0.10023422569162706,0.017656981419008493,0.011796897536552569
x7ti,4,OS_R1_os_unknown,x7ti_OS_R1_unknown,OS_R1,6,os,5,0,0,0,0,unknown,18.931779629183723,18.793,19.068,0.049232567213129685,2.6814698097760656,0.7483,4.6047,0.6274798865115006,50.74008465269925,14.260353099999998,86.58677879999999,36.479731552699256,35.84669414730074,11.76649872683558,13.50118462351242,0.177,1523.432,1523.255,37.77,33.89,39.53,1.30,4.66,17.493666666666666,17.212,17.657,0.2816666666666663,0.163333333333334,0.4450000000000003,0.14097348619341107,0.04127967558414755,0.03072784283836056
x7ti,4,OS_R2_os_unknown,x7ti_OS_R2_unknown,OS_R2,7,os,5,0,0,0,0,unknown,18.873248434941733,18.774,19.054,0.02933598006990663,3.5484881681594915,1.1067,4.6524,0.35007559647583714,66.96434759684581,21.057180900000002,87.39250279999999,45.907166696845806,20.428155203154176,6.544381620701541,13.50118462351242,0.099,2011.439,2011.3400000000001,0.00,0.00,0.00,0.00,4.66,16.1702,15.944,16.361,0.2262000000000004,0.19079999999999941,0.4169999999999998,0.1348921262130806,0.05893783595739753,0.0
x7ti,4,OS_R3_os_unknown,x7ti_OS_R3_unknown,OS_R3,8,os,5,0,0,0,0,unknown,18.8666818641375,18.737,19.046,0.035465205851735175,3.6509450291271484,0.9547,4.9889,0.4292267292304913,68.87033952902124,18.1832162,93.7563977,50.68712332902123,24.886058170978757,8.009946849964363,13.50118462351242,0.125,2068.256,2068.131,52.59,51.33,53.77,0.57,4.66,14.049266666666666,13.982,14.13,0.06726666666666681,0.08073333333333466,0.14800000000000146,0.04254487826597552,0.0697661091808135,0.05327401762369567
x7ti,4,OS_R4_os_unknown,x7ti_OS_R4_unknown,OS_R4,9,os,5,0,0,0,0,unknown,18.854216669074102,18.721,19.049,0.03543581908368523,3.8346888198757765,1.4344,5.154,0.41709325995998003,72.28976862783956,27.21774,96.761196,45.072028627839565,24.471427372160434,7.76888566188449,13.50118462351242,0.123,2172.15,2172.027,0,0,0,0,4.66,12.66606666666667,12.538,12.746,0.128066666666669,0.07993333333333119,0.20800000000000018,0.05566669518105916,0.08122710974030974,0.0
x7ti,4,OS_R5_os_unknown,x7ti_OS_R5_unknown,OS_R5,10,os,5,0,0,0,0,unknown,18.84742821376986,18.714,19.012,0.03588542541038548,3.930016547905633,1.8311,5.3631,0.44024915096154305,74.0592237370727,34.8128732,100.4454999,39.2463505370727,26.386276162927302,8.190859679022648,13.50118462351242,0.243,2225.642,2225.399,0,0,0,0,4.66,11.173599999999999,10.917,11.443,0.25659999999999883,0.26940000000000097,0.5259999999999998,0.1391534610215847,0.09433046397096896,0.0
x7ti,4,OS_R6_os_unknown,x7ti_OS_R6_unknown,OS_R6,11,os,5,0,0,0,0,unknown,18.833394010880554,18.725,18.947,0.028804891635544512,4.1412148957681385,2.7067,5.3266,0.3192512877355567,77.98768543248761,51.1539233,100.1986726,26.833762132487607,22.210987167512386,5.94247979393644,13.50118462351242,0.143,2343.407,2343.264,0,0,0,0,4.66,10.907866666666669,10.73,11.06,0.1778666666666684,0.15213333333333168,0.33000000000000007,0.10277705877054368,0.10175415349244858,0.0
x7ti,4,OS_R7_os_unknown,x7ti_OS_R7_unknown,OS_R7,12,os,5,0,0,0,0,unknown,18.835644167348708,18.748,18.963,0.03110731811475325,4.0974757016994845,2.3812,5.0587,0.3836699520276632,77.169916399663,45.099928000000006,95.03273820000001,32.06998839966299,17.862821800337016,7.140916113013738,13.50118462351242,0.206,2318.869,2318.663,0,0,0,0,4.66,9.321133333333334,9.001,9.501,0.3201333333333345,0.1798666666666655,0.5,0.1412929412182195,0.11782711510760534,0.0
x7ti,4,OS_R1_lavd_unknown,x7ti_OS_R1_unknown,OS_R1,6,lavd,6,0,0,0,0,unknown,18.937545078219014,18.778,19.072,0.04822945538286504,2.5585210060168473,0.878,4.4024,0.6605921127378275,48.42676726182912,16.721510000000002,83.2329484,31.705257261829118,34.80618113817088,12.405438609051304,13.50118462351242,1.622,1454.936,1453.3139999999999,34.33,30.82,37.12,1.38,4.66,16.241933333333336,16.142,16.315,0.0999333333333361,0.07306666666666572,0.17300000000000182,0.05941676851657615,0.0424339724542451,0.030081675005849053
x7ti,4,OS_R2_lavd_unknown,x7ti_OS_R2_unknown,OS_R2,7,lavd,6,0,0,0,0,unknown,18.899733192063188,18.771,19.076,0.045308192861939225,3.0995508620689654,0.8622,4.4648,0.5988138124735284,58.55854720877962,16.4240478,84.4784808,42.13449940877962,25.919933591220378,11.22804587857867,13.50118462351242,0.085,1760.59,1760.5049999999999,38.53,35.64,50.09,3.29,4.66,13.694266666666667,12.929,15.441,0.7652666666666672,1.7467333333333332,2.5120000000000005,0.7206775053147328,0.06085796809433765,0.04004295909723777
x7ti,4,OS_R3_lavd_unknown,x7ti_OS_R3_unknown,OS_R3,8,lavd,6,0,0,0,0,unknown,18.89845368319692,18.758,19.046,0.052813889698845665,3.1350745064997594,1.29,4.9003,0.6965904291887887,59.21820311974482,24.51774,91.92472769999999,34.700463119744825,32.70652458025517,13.044141594811089,13.50118462351242,0.187,1780.465,1780.278,45.33,39.58,53.50,5.00,4.66,11.931333333333333,11.685,12.434,0.2463333333333324,0.5026666666666664,0.7489999999999988,0.21782485318867242,0.07063698945076341,0.05407078504777338
x7ti,4,OS_R4_lavd_unknown,x7ti_OS_R4_unknown,OS_R4,9,lavd,6,0,0,0,0,unknown,18.867321732851984,18.702,19.001,0.041290515715515175,3.605907138387485,1.827,5.2972,0.48909551602392903,68.01958553318893,34.60338,99.825734,33.41620553318893,31.806148466811067,9.122956196231966,13.50118462351242,0.102,2044.226,2044.124,0,0,0,0,4.66,11.481200000000001,11.316,11.593,0.16520000000000046,0.11179999999999879,0.27699999999999925,0.06689458658430959,0.08431651232522251,0.0
x7ti,4,OS_R5_lavd_unknown,x7ti_OS_R5_unknown,OS_R5,10,lavd,6,0,0,0,0,unknown,18.86068580365736,18.722,18.97,0.031565188343619065,3.6947965976900865,2.4854,5.3218,0.33950650163191576,69.67982796951877,47.0759614,99.8529334,22.60386656951877,30.17310543048123,6.328607869957115,13.50118462351242,0.206,2094.431,2094.225,0,0,0,0,4.66,9.635733333333333,9.428,9.929,0.20773333333333177,0.2932666666666677,0.5009999999999994,0.1441687833590825,0.10291726403756067,0.0
x7ti,4,OS_R6_lavd_unknown,x7ti_OS_R6_unknown,OS_R6,11,lavd,6,0,0,0,0,unknown,18.83252220778596,18.694,18.944,0.03583760626984445,4.121017910591406,2.9051,5.5649,0.43663289373006187,77.59781127873057,54.9267257,104.2194472,22.671085578730576,26.62163592126943,8.115215420340734,13.50118462351242,0.227,2331.346,2331.119,0,0,0,0,4.66,9.3716,8.516,10.156,0.8556000000000008,0.7843999999999998,1.6400000000000006,0.4425153427525746,0.11784242286470759,0.0
x7ti,4,OS_R7_lavd_unknown,x7ti_OS_R7_unknown,OS_R7,12,lavd,6,0,0,0,0,unknown,18.828471363942633,18.739,18.939,0.033211952811831064,4.172113880065454,2.7389,5.1128,0.4057978216696805,78.54479252443932,51.8336825,95.8956768,26.711110024439314,17.350884275560688,7.548535725286193,13.50118462351242,0.25,2360.248,2359.998,0,0,0,0,4.66,8.959866666666667,8.396,9.322,0.5638666666666659,0.36213333333333253,0.9259999999999984,0.33307761143327397,0.12476184398664643,0.0
