sched_name,throughput_mbps
x7ti_os_R7_bpfland,9.056
x7ti_os_R7_bpfland,9.035
x7ti_os_R7_bpfland,9.026
x7ti_os_R7_bpfland,9.021
x7ti_os_R7_bpfland,8.970
x7ti_os_R7_bpfland,9.005
x7ti_os_R7_bpfland,9.060
x7ti_os_R7_bpfland,8.998
x7ti_os_R7_bpfland,9.001
x7ti_os_R7_bpfland,9.020
x7ti_os_R7_bpfland,9.014
x7ti_os_R7_bpfland,9.010
